DEVICEID,DEVICENAME,DESCRIPTION,STARTTIME,ENDTIME,INCOUNT,OUTCOUNT
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 12:40:40,2023-01-09 12:50:40,2379.0,1056.0
2.0,계동길 69,계동교회 앞,2023-01-09 12:50:40,2023-01-09 13:00:40,4273.0,5999.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 12:50:40,2023-01-09 13:00:40,2517.0,1174.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:00:40,2023-01-09 13:10:40,4448.0,6227.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:00:40,2023-01-09 13:10:40,2615.0,1278.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:10:40,2023-01-09 13:20:40,4604.0,6409.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:10:40,2023-01-09 13:20:40,2718.0,1340.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:20:40,2023-01-09 13:30:40,4750.0,6585.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:20:40,2023-01-09 13:30:40,2812.0,1431.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:30:40,2023-01-09 13:40:40,4912.0,6773.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:30:40,2023-01-09 13:40:40,2887.0,1500.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:40:40,2023-01-09 13:50:40,5041.0,6943.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:40:40,2023-01-09 13:50:40,2989.0,1576.0
2.0,계동길 69,계동교회 앞,2023-01-09 13:50:40,2023-01-09 14:00:40,5173.0,7110.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 13:50:40,2023-01-09 14:00:40,3094.0,1651.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:00:40,2023-01-09 14:10:40,5337.0,7303.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:00:40,2023-01-09 14:10:40,3160.0,1736.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:10:40,2023-01-09 14:20:40,5526.0,7491.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:10:40,2023-01-09 14:20:40,3237.0,1787.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:20:40,2023-01-09 14:30:40,5686.0,7661.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:20:40,2023-01-09 14:30:40,3343.0,1844.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:30:40,2023-01-09 14:40:40,5800.0,7802.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:30:40,2023-01-09 14:40:40,3431.0,1900.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:40:40,2023-01-09 14:50:40,5921.0,7989.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:40:40,2023-01-09 14:50:40,3517.0,1968.0
2.0,계동길 69,계동교회 앞,2023-01-09 14:50:40,2023-01-09 15:00:40,6015.0,8156.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 14:50:40,2023-01-09 15:00:40,3609.0,2050.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:00:40,2023-01-09 15:10:40,6102.0,8272.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:00:40,2023-01-09 15:10:40,3708.0,2172.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:10:40,2023-01-09 15:20:40,6211.0,8393.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:10:40,2023-01-09 15:20:40,3779.0,2291.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:20:40,2023-01-09 15:30:40,6297.0,8503.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:20:40,2023-01-09 15:30:40,3849.0,2362.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:30:40,2023-01-09 15:40:40,6367.0,8591.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:30:40,2023-01-09 15:40:40,3920.0,2462.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:40:40,2023-01-09 15:50:40,6425.0,8668.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:40:40,2023-01-09 15:50:40,4041.0,2547.0
2.0,계동길 69,계동교회 앞,2023-01-09 15:50:40,2023-01-09 16:00:40,6486.0,8734.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 15:50:40,2023-01-09 16:00:40,4118.0,2676.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:00:40,2023-01-09 16:10:40,6553.0,8808.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:00:40,2023-01-09 16:10:40,4185.0,2769.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:10:40,2023-01-09 16:20:40,6623.0,8886.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:10:40,2023-01-09 16:20:40,4253.0,2854.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:20:40,2023-01-09 16:30:40,6678.0,8979.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:20:40,2023-01-09 16:30:40,4324.0,2947.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:30:40,2023-01-09 16:40:40,6726.0,9059.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:30:40,2023-01-09 16:40:40,4416.0,3020.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:40:40,2023-01-09 16:50:40,6772.0,9135.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:40:40,2023-01-09 16:50:40,4537.0,3148.0
2.0,계동길 69,계동교회 앞,2023-01-09 16:50:40,2023-01-09 17:00:40,6820.0,9218.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 16:50:40,2023-01-09 17:00:40,4610.0,3270.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:00:40,2023-01-09 17:10:40,6890.0,9318.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:00:40,2023-01-09 17:10:40,4688.0,3353.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:10:40,2023-01-09 17:20:40,6950.0,9424.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:10:40,2023-01-09 17:20:40,4765.0,3450.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:20:40,2023-01-09 17:30:40,7028.0,9531.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:20:40,2023-01-09 17:30:40,4808.0,3553.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:30:40,2023-01-09 17:40:40,7093.0,9639.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:30:40,2023-01-09 17:40:40,4853.0,3639.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:40:40,2023-01-09 17:50:40,7137.0,9716.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:40:40,2023-01-09 17:50:40,4933.0,3730.0
2.0,계동길 69,계동교회 앞,2023-01-09 17:50:40,2023-01-09 18:00:40,7175.0,9784.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 17:50:40,2023-01-09 18:00:40,5005.0,3796.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:00:40,2023-01-09 18:10:40,7246.0,9881.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:00:40,2023-01-09 18:10:40,5097.0,3898.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:10:40,2023-01-09 18:20:40,7280.0,9933.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:10:40,2023-01-09 18:20:40,5213.0,4031.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:20:40,2023-01-09 18:30:40,7320.0,10015.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:20:40,2023-01-09 18:30:40,5334.0,4146.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:30:40,2023-01-09 18:40:40,7360.0,10091.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:30:40,2023-01-09 18:40:40,5470.0,4273.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:40:40,2023-01-09 18:50:40,7386.0,10155.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:40:40,2023-01-09 18:50:40,5588.0,4363.0
2.0,계동길 69,계동교회 앞,2023-01-09 18:50:40,2023-01-09 19:00:40,7427.0,10254.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 18:50:40,2023-01-09 19:00:40,5671.0,4470.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:00:40,2023-01-09 19:10:40,7470.0,10321.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:00:40,2023-01-09 19:10:40,5824.0,4531.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:10:40,2023-01-09 19:20:40,7504.0,10396.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:10:40,2023-01-09 19:20:40,5944.0,4617.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:20:40,2023-01-09 19:30:40,7537.0,10457.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:20:40,2023-01-09 19:30:40,5965.0,4659.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:30:40,2023-01-09 19:40:40,7549.0,10514.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:30:40,2023-01-09 19:40:40,6066.0,4721.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:40:40,2023-01-09 19:50:40,7575.0,10549.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:40:40,2023-01-09 19:50:40,6120.0,4771.0
2.0,계동길 69,계동교회 앞,2023-01-09 19:50:40,2023-01-09 20:00:40,7606.0,10602.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 19:50:40,2023-01-09 20:00:40,6183.0,4825.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:00:40,2023-01-09 20:10:40,7630.0,10681.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:00:40,2023-01-09 20:10:40,6264.0,4902.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:10:40,2023-01-09 20:20:40,7658.0,10738.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:10:40,2023-01-09 20:20:40,6316.0,4981.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:20:40,2023-01-09 20:30:40,7682.0,10778.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:20:40,2023-01-09 20:30:40,6357.0,5045.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:30:40,2023-01-09 20:40:40,7702.0,10817.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:30:40,2023-01-09 20:40:40,6403.0,5098.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:40:40,2023-01-09 20:50:40,7720.0,10849.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:40:40,2023-01-09 20:50:40,6453.0,5125.0
2.0,계동길 69,계동교회 앞,2023-01-09 20:50:40,2023-01-09 21:00:40,7727.0,10895.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 20:50:40,2023-01-09 21:00:40,6463.0,5161.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:00:40,2023-01-09 21:10:40,7743.0,10918.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:00:40,2023-01-09 21:10:40,6485.0,5183.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:10:40,2023-01-09 21:20:40,7758.0,10949.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:10:40,2023-01-09 21:20:40,6558.0,5238.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:20:40,2023-01-09 21:30:40,7781.0,10982.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:20:40,2023-01-09 21:30:40,6605.0,5307.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:30:40,2023-01-09 21:40:40,7790.0,11032.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:30:40,2023-01-09 21:40:40,6650.0,5346.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:40:40,2023-01-09 21:50:40,7808.0,11049.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:40:40,2023-01-09 21:50:40,6680.0,5383.0
2.0,계동길 69,계동교회 앞,2023-01-09 21:50:40,2023-01-09 22:00:40,7817.0,11066.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 21:50:40,2023-01-09 22:00:40,6681.0,5396.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:00:40,2023-01-09 22:10:40,7829.0,11073.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:00:40,2023-01-09 22:10:40,6719.0,5415.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:10:40,2023-01-09 22:20:40,7843.0,11094.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:10:40,2023-01-09 22:20:40,6722.0,5435.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:20:40,2023-01-09 22:30:40,7857.0,11117.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:20:40,2023-01-09 22:30:40,6755.0,5447.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:30:40,2023-01-09 22:40:40,7884.0,11148.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:30:40,2023-01-09 22:40:40,6764.0,5485.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:40:40,2023-01-09 22:50:40,7899.0,11160.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:40:40,2023-01-09 22:50:40,6787.0,5493.0
2.0,계동길 69,계동교회 앞,2023-01-09 22:50:40,2023-01-09 23:00:40,7917.0,11168.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 22:50:40,2023-01-09 23:00:40,6794.0,5512.0
2.0,계동길 69,계동교회 앞,2023-01-09 23:00:40,2023-01-09 23:10:40,7923.0,11186.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 23:00:40,2023-01-09 23:10:40,6805.0,5520.0
2.0,계동길 69,계동교회 앞,2023-01-09 23:10:40,2023-01-09 23:20:40,7938.0,11215.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 23:10:40,2023-01-09 23:20:40,6819.0,5536.0
2.0,계동길 69,계동교회 앞,2023-01-09 23:20:40,2023-01-09 23:30:40,7963.0,11217.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 23:20:40,2023-01-09 23:30:40,6842.0,5549.0
2.0,계동길 69,계동교회 앞,2023-01-09 23:30:40,2023-01-09 23:40:40,7975.0,11229.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 23:30:40,2023-01-09 23:40:40,6858.0,5550.0
2.0,계동길 69,계동교회 앞,2023-01-09 23:40:40,2023-01-09 23:50:41,7984.0,11237.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-09 23:40:40,2023-01-09 23:50:41,6861.0,5550.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:00:39,2023-01-10 00:10:40,18.0,13.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:00:39,2023-01-10 00:10:40,13.0,13.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:10:40,2023-01-10 00:20:39,21.0,16.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:10:40,2023-01-10 00:20:39,20.0,39.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:20:39,2023-01-10 00:30:39,21.0,19.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:20:39,2023-01-10 00:30:39,25.0,55.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:30:39,2023-01-10 00:40:39,23.0,21.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:30:39,2023-01-10 00:40:39,28.0,68.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:40:39,2023-01-10 00:50:39,32.0,23.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:40:39,2023-01-10 00:50:39,28.0,73.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 00:50:39,2023-01-10 01:00:39,32.0,23.0
2.0,계동길 69,계동교회 앞,2023-01-10 00:50:39,2023-01-10 01:00:39,30.0,84.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:00:39,2023-01-10 01:10:39,38.0,23.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:00:39,2023-01-10 01:10:39,30.0,91.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:10:39,2023-01-10 01:20:39,42.0,24.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:10:39,2023-01-10 01:20:39,33.0,95.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:20:39,2023-01-10 01:30:39,62.0,25.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:20:39,2023-01-10 01:30:39,37.0,110.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:30:39,2023-01-10 01:40:39,62.0,25.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:30:39,2023-01-10 01:40:39,42.0,141.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:40:39,2023-01-10 01:50:39,62.0,25.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:40:39,2023-01-10 01:50:39,44.0,150.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 01:50:39,2023-01-10 02:00:39,62.0,25.0
2.0,계동길 69,계동교회 앞,2023-01-10 01:50:39,2023-01-10 02:00:39,49.0,155.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:00:39,2023-01-10 02:10:39,70.0,29.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:00:39,2023-01-10 02:10:39,50.0,161.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:10:39,2023-01-10 02:20:39,76.0,32.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:10:39,2023-01-10 02:20:39,51.0,168.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:20:39,2023-01-10 02:30:39,83.0,34.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:20:39,2023-01-10 02:30:39,53.0,173.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:30:39,2023-01-10 02:40:39,83.0,34.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:30:39,2023-01-10 02:40:39,59.0,187.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:40:39,2023-01-10 02:50:39,83.0,34.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:40:39,2023-01-10 02:50:39,62.0,195.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 02:50:39,2023-01-10 03:00:39,85.0,35.0
2.0,계동길 69,계동교회 앞,2023-01-10 02:50:39,2023-01-10 03:00:39,62.0,199.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:00:39,2023-01-10 03:10:39,85.0,35.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:00:39,2023-01-10 03:10:39,68.0,202.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:10:39,2023-01-10 03:20:39,90.0,38.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:10:39,2023-01-10 03:20:39,74.0,213.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:20:39,2023-01-10 03:30:39,91.0,40.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:20:39,2023-01-10 03:30:39,75.0,238.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:30:39,2023-01-10 03:40:39,91.0,40.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:30:39,2023-01-10 03:40:39,76.0,244.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:40:39,2023-01-10 03:50:39,91.0,40.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:40:39,2023-01-10 03:50:39,78.0,248.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 03:50:39,2023-01-10 04:00:39,97.0,41.0
2.0,계동길 69,계동교회 앞,2023-01-10 03:50:39,2023-01-10 04:00:39,92.0,270.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:00:39,2023-01-10 04:10:39,97.0,41.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:00:39,2023-01-10 04:10:39,93.0,282.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:10:39,2023-01-10 04:20:39,97.0,41.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:10:39,2023-01-10 04:20:39,94.0,285.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:20:39,2023-01-10 04:30:39,109.0,51.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:20:39,2023-01-10 04:30:39,95.0,291.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:30:39,2023-01-10 04:40:39,109.0,51.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:30:39,2023-01-10 04:40:39,96.0,301.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:40:39,2023-01-10 04:50:39,109.0,54.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:40:39,2023-01-10 04:50:39,109.0,345.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 04:50:39,2023-01-10 05:00:39,109.0,54.0
2.0,계동길 69,계동교회 앞,2023-01-10 04:50:39,2023-01-10 05:00:39,114.0,351.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:00:39,2023-01-10 05:10:39,109.0,56.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:00:39,2023-01-10 05:10:39,118.0,365.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:10:39,2023-01-10 05:20:39,124.0,59.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:10:39,2023-01-10 05:20:39,120.0,379.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:20:39,2023-01-10 05:30:39,144.0,61.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:20:39,2023-01-10 05:30:39,123.0,404.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:30:39,2023-01-10 05:40:39,154.0,66.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:30:39,2023-01-10 05:40:39,131.0,417.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:40:39,2023-01-10 05:50:39,154.0,68.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:40:39,2023-01-10 05:50:39,133.0,427.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 05:50:39,2023-01-10 06:00:39,161.0,71.0
2.0,계동길 69,계동교회 앞,2023-01-10 05:50:39,2023-01-10 06:00:39,137.0,445.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:00:39,2023-01-10 06:10:39,187.0,83.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:00:39,2023-01-10 06:10:39,147.0,480.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:10:39,2023-01-10 06:20:39,207.0,89.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:10:39,2023-01-10 06:20:39,151.0,484.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:20:39,2023-01-10 06:30:39,230.0,103.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:20:39,2023-01-10 06:30:39,153.0,490.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:30:39,2023-01-10 06:40:39,267.0,115.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:30:39,2023-01-10 06:40:39,158.0,525.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:40:39,2023-01-10 06:50:39,285.0,126.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:40:39,2023-01-10 06:50:39,159.0,544.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 06:50:39,2023-01-10 07:00:39,343.0,136.0
2.0,계동길 69,계동교회 앞,2023-01-10 06:50:39,2023-01-10 07:00:39,168.0,566.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:00:39,2023-01-10 07:10:39,382.0,148.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:00:39,2023-01-10 07:10:39,171.0,604.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:10:39,2023-01-10 07:20:39,415.0,156.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:10:39,2023-01-10 07:20:39,184.0,648.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:20:39,2023-01-10 07:30:39,450.0,166.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:20:39,2023-01-10 07:30:39,194.0,677.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:30:39,2023-01-10 07:40:39,507.0,185.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:30:39,2023-01-10 07:40:39,210.0,730.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:40:39,2023-01-10 07:50:39,580.0,209.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:40:39,2023-01-10 07:50:39,241.0,787.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 07:50:39,2023-01-10 08:00:39,665.0,223.0
2.0,계동길 69,계동교회 앞,2023-01-10 07:50:39,2023-01-10 08:00:39,266.0,843.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:00:39,2023-01-10 08:10:39,705.0,234.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:00:39,2023-01-10 08:10:40,314.0,920.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:10:40,2023-01-10 08:20:40,734.0,238.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:10:40,2023-01-10 08:20:40,385.0,996.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:20:40,2023-01-10 08:30:40,750.0,244.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:20:40,2023-01-10 08:30:40,470.0,1088.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:30:40,2023-01-10 08:40:40,789.0,254.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:30:40,2023-01-10 08:40:40,568.0,1188.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:40:40,2023-01-10 08:50:40,810.0,264.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:40:40,2023-01-10 08:50:40,665.0,1280.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 08:50:40,2023-01-10 09:00:40,850.0,272.0
2.0,계동길 69,계동교회 앞,2023-01-10 08:50:40,2023-01-10 09:00:40,714.0,1380.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:00:40,2023-01-10 09:10:40,901.0,287.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:00:40,2023-01-10 09:10:40,793.0,1477.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:10:40,2023-01-10 09:20:40,919.0,294.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:10:40,2023-01-10 09:20:40,846.0,1582.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:20:40,2023-01-10 09:30:40,965.0,312.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:20:40,2023-01-10 09:30:40,912.0,1702.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:30:40,2023-01-10 09:40:40,992.0,327.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:30:40,2023-01-10 09:40:40,962.0,1796.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:40:40,2023-01-10 09:50:40,1080.0,354.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:40:40,2023-01-10 09:50:40,998.0,1902.0
1.0,율곡로3길 50,덕성여고 앞,2023-01-10 09:50:40,2023-01-10 10:00:40,1134.0,372.0
2.0,계동길 69,계동교회 앞,2023-01-10 09:50:40,2023-01-10 10:00:40,1052.0,2029.0
